shard_id,year,month,family,query,query_slug,start_ts,end_ts,start_date,end_date
broad_ai-2020-04-machine-learning,2020,04,broad_ai,machine learning,machine-learning,1585699200,1588291200,2020-04-01,2020-05-01
broad_ai-2020-04-deep-learning,2020,04,broad_ai,deep learning,deep-learning,1585699200,1588291200,2020-04-01,2020-05-01
broad_ai-2020-04-neural-network,2020,04,broad_ai,neural network,neural-network,1585699200,1588291200,2020-04-01,2020-05-01
foundation_models-2020-04-gpt,2020,04,foundation_models,gpt,gpt,1585699200,1588291200,2020-04-01,2020-05-01
foundation_models-2020-04-llm,2020,04,foundation_models,llm,llm,1585699200,1588291200,2020-04-01,2020-05-01
foundation_models-2020-04-chatgpt,2020,04,foundation_models,chatgpt,chatgpt,1585699200,1588291200,2020-04-01,2020-05-01
foundation_models-2020-04-openai,2020,04,foundation_models,openai,openai,1585699200,1588291200,2020-04-01,2020-05-01
foundation_models-2020-04-claude,2020,04,foundation_models,claude,claude,1585699200,1588291200,2020-04-01,2020-05-01
foundation_models-2020-04-gemini,2020,04,foundation_models,gemini,gemini,1585699200,1588291200,2020-04-01,2020-05-01
doomer-2020-04-ai-safety,2020,04,doomer,ai safety,ai-safety,1585699200,1588291200,2020-04-01,2020-05-01
doomer-2020-04-alignment,2020,04,doomer,alignment,alignment,1585699200,1588291200,2020-04-01,2020-05-01
doomer-2020-04-misalignment,2020,04,doomer,misalignment,misalignment,1585699200,1588291200,2020-04-01,2020-05-01
doomer-2020-04-existential-risk,2020,04,doomer,existential risk,existential-risk,1585699200,1588291200,2020-04-01,2020-05-01
doomer-2020-04-x-risk,2020,04,doomer,x-risk,x-risk,1585699200,1588291200,2020-04-01,2020-05-01
doomer-2020-04-p-doom,2020,04,doomer,p(doom),p-doom,1585699200,1588291200,2020-04-01,2020-05-01
accelerationist-2020-04-e-acc,2020,04,accelerationist,e/acc,e-acc,1585699200,1588291200,2020-04-01,2020-05-01
accelerationist-2020-04-accelerationism,2020,04,accelerationist,accelerationism,accelerationism,1585699200,1588291200,2020-04-01,2020-05-01
accelerationist-2020-04-techno-optimism,2020,04,accelerationist,techno-optimism,techno-optimism,1585699200,1588291200,2020-04-01,2020-05-01
accelerationist-2020-04-abundance-agenda,2020,04,accelerationist,abundance agenda,abundance-agenda,1585699200,1588291200,2020-04-01,2020-05-01
accelerationist-2020-04-abundance,2020,04,accelerationist,abundance,abundance,1585699200,1588291200,2020-04-01,2020-05-01
broad_ai-2020-05-artificial-intelligence,2020,05,broad_ai,artificial intelligence,artificial-intelligence,1588291200,1590969600,2020-05-01,2020-06-01
broad_ai-2020-05-machine-learning,2020,05,broad_ai,machine learning,machine-learning,1588291200,1590969600,2020-05-01,2020-06-01
broad_ai-2020-05-deep-learning,2020,05,broad_ai,deep learning,deep-learning,1588291200,1590969600,2020-05-01,2020-06-01
broad_ai-2020-05-neural-network,2020,05,broad_ai,neural network,neural-network,1588291200,1590969600,2020-05-01,2020-06-01
foundation_models-2020-05-gpt,2020,05,foundation_models,gpt,gpt,1588291200,1590969600,2020-05-01,2020-06-01
foundation_models-2020-05-llm,2020,05,foundation_models,llm,llm,1588291200,1590969600,2020-05-01,2020-06-01
foundation_models-2020-05-chatgpt,2020,05,foundation_models,chatgpt,chatgpt,1588291200,1590969600,2020-05-01,2020-06-01
foundation_models-2020-05-openai,2020,05,foundation_models,openai,openai,1588291200,1590969600,2020-05-01,2020-06-01
foundation_models-2020-05-claude,2020,05,foundation_models,claude,claude,1588291200,1590969600,2020-05-01,2020-06-01
foundation_models-2020-05-gemini,2020,05,foundation_models,gemini,gemini,1588291200,1590969600,2020-05-01,2020-06-01
doomer-2020-05-ai-safety,2020,05,doomer,ai safety,ai-safety,1588291200,1590969600,2020-05-01,2020-06-01
doomer-2020-05-alignment,2020,05,doomer,alignment,alignment,1588291200,1590969600,2020-05-01,2020-06-01
doomer-2020-05-misalignment,2020,05,doomer,misalignment,misalignment,1588291200,1590969600,2020-05-01,2020-06-01
doomer-2020-05-existential-risk,2020,05,doomer,existential risk,existential-risk,1588291200,1590969600,2020-05-01,2020-06-01
doomer-2020-05-x-risk,2020,05,doomer,x-risk,x-risk,1588291200,1590969600,2020-05-01,2020-06-01
doomer-2020-05-p-doom,2020,05,doomer,p(doom),p-doom,1588291200,1590969600,2020-05-01,2020-06-01
accelerationist-2020-05-e-acc,2020,05,accelerationist,e/acc,e-acc,1588291200,1590969600,2020-05-01,2020-06-01
accelerationist-2020-05-accelerationism,2020,05,accelerationist,accelerationism,accelerationism,1588291200,1590969600,2020-05-01,2020-06-01
accelerationist-2020-05-techno-optimism,2020,05,accelerationist,techno-optimism,techno-optimism,1588291200,1590969600,2020-05-01,2020-06-01
accelerationist-2020-05-abundance-agenda,2020,05,accelerationist,abundance agenda,abundance-agenda,1588291200,1590969600,2020-05-01,2020-06-01
accelerationist-2020-05-abundance,2020,05,accelerationist,abundance,abundance,1588291200,1590969600,2020-05-01,2020-06-01
broad_ai-2020-06-artificial-intelligence,2020,06,broad_ai,artificial intelligence,artificial-intelligence,1590969600,1593561600,2020-06-01,2020-07-01
broad_ai-2020-06-machine-learning,2020,06,broad_ai,machine learning,machine-learning,1590969600,1593561600,2020-06-01,2020-07-01
broad_ai-2020-06-deep-learning,2020,06,broad_ai,deep learning,deep-learning,1590969600,1593561600,2020-06-01,2020-07-01
broad_ai-2020-06-neural-network,2020,06,broad_ai,neural network,neural-network,1590969600,1593561600,2020-06-01,2020-07-01
foundation_models-2020-06-gpt,2020,06,foundation_models,gpt,gpt,1590969600,1593561600,2020-06-01,2020-07-01
foundation_models-2020-06-llm,2020,06,foundation_models,llm,llm,1590969600,1593561600,2020-06-01,2020-07-01
foundation_models-2020-06-chatgpt,2020,06,foundation_models,chatgpt,chatgpt,1590969600,1593561600,2020-06-01,2020-07-01
foundation_models-2020-06-openai,2020,06,foundation_models,openai,openai,1590969600,1593561600,2020-06-01,2020-07-01
foundation_models-2020-06-claude,2020,06,foundation_models,claude,claude,1590969600,1593561600,2020-06-01,2020-07-01
foundation_models-2020-06-gemini,2020,06,foundation_models,gemini,gemini,1590969600,1593561600,2020-06-01,2020-07-01
doomer-2020-06-ai-safety,2020,06,doomer,ai safety,ai-safety,1590969600,1593561600,2020-06-01,2020-07-01
doomer-2020-06-alignment,2020,06,doomer,alignment,alignment,1590969600,1593561600,2020-06-01,2020-07-01
doomer-2020-06-misalignment,2020,06,doomer,misalignment,misalignment,1590969600,1593561600,2020-06-01,2020-07-01
doomer-2020-06-existential-risk,2020,06,doomer,existential risk,existential-risk,1590969600,1593561600,2020-06-01,2020-07-01
doomer-2020-06-x-risk,2020,06,doomer,x-risk,x-risk,1590969600,1593561600,2020-06-01,2020-07-01
doomer-2020-06-p-doom,2020,06,doomer,p(doom),p-doom,1590969600,1593561600,2020-06-01,2020-07-01
accelerationist-2020-06-e-acc,2020,06,accelerationist,e/acc,e-acc,1590969600,1593561600,2020-06-01,2020-07-01
accelerationist-2020-06-accelerationism,2020,06,accelerationist,accelerationism,accelerationism,1590969600,1593561600,2020-06-01,2020-07-01
accelerationist-2020-06-techno-optimism,2020,06,accelerationist,techno-optimism,techno-optimism,1590969600,1593561600,2020-06-01,2020-07-01
accelerationist-2020-06-abundance-agenda,2020,06,accelerationist,abundance agenda,abundance-agenda,1590969600,1593561600,2020-06-01,2020-07-01
accelerationist-2020-06-abundance,2020,06,accelerationist,abundance,abundance,1590969600,1593561600,2020-06-01,2020-07-01
broad_ai-2020-07-artificial-intelligence,2020,07,broad_ai,artificial intelligence,artificial-intelligence,1593561600,1596240000,2020-07-01,2020-08-01
broad_ai-2020-07-machine-learning,2020,07,broad_ai,machine learning,machine-learning,1593561600,1596240000,2020-07-01,2020-08-01
broad_ai-2020-07-deep-learning,2020,07,broad_ai,deep learning,deep-learning,1593561600,1596240000,2020-07-01,2020-08-01
broad_ai-2020-07-neural-network,2020,07,broad_ai,neural network,neural-network,1593561600,1596240000,2020-07-01,2020-08-01
foundation_models-2020-07-gpt,2020,07,foundation_models,gpt,gpt,1593561600,1596240000,2020-07-01,2020-08-01
foundation_models-2020-07-llm,2020,07,foundation_models,llm,llm,1593561600,1596240000,2020-07-01,2020-08-01
foundation_models-2020-07-chatgpt,2020,07,foundation_models,chatgpt,chatgpt,1593561600,1596240000,2020-07-01,2020-08-01
foundation_models-2020-07-openai,2020,07,foundation_models,openai,openai,1593561600,1596240000,2020-07-01,2020-08-01
foundation_models-2020-07-claude,2020,07,foundation_models,claude,claude,1593561600,1596240000,2020-07-01,2020-08-01
foundation_models-2020-07-gemini,2020,07,foundation_models,gemini,gemini,1593561600,1596240000,2020-07-01,2020-08-01
doomer-2020-07-ai-safety,2020,07,doomer,ai safety,ai-safety,1593561600,1596240000,2020-07-01,2020-08-01
doomer-2020-07-alignment,2020,07,doomer,alignment,alignment,1593561600,1596240000,2020-07-01,2020-08-01
doomer-2020-07-misalignment,2020,07,doomer,misalignment,misalignment,1593561600,1596240000,2020-07-01,2020-08-01
doomer-2020-07-existential-risk,2020,07,doomer,existential risk,existential-risk,1593561600,1596240000,2020-07-01,2020-08-01
doomer-2020-07-x-risk,2020,07,doomer,x-risk,x-risk,1593561600,1596240000,2020-07-01,2020-08-01
doomer-2020-07-p-doom,2020,07,doomer,p(doom),p-doom,1593561600,1596240000,2020-07-01,2020-08-01
accelerationist-2020-07-e-acc,2020,07,accelerationist,e/acc,e-acc,1593561600,1596240000,2020-07-01,2020-08-01
accelerationist-2020-07-accelerationism,2020,07,accelerationist,accelerationism,accelerationism,1593561600,1596240000,2020-07-01,2020-08-01
accelerationist-2020-07-techno-optimism,2020,07,accelerationist,techno-optimism,techno-optimism,1593561600,1596240000,2020-07-01,2020-08-01
accelerationist-2020-07-abundance-agenda,2020,07,accelerationist,abundance agenda,abundance-agenda,1593561600,1596240000,2020-07-01,2020-08-01
accelerationist-2020-07-abundance,2020,07,accelerationist,abundance,abundance,1593561600,1596240000,2020-07-01,2020-08-01
broad_ai-2020-08-artificial-intelligence,2020,08,broad_ai,artificial intelligence,artificial-intelligence,1596240000,1598918400,2020-08-01,2020-09-01
broad_ai-2020-08-machine-learning,2020,08,broad_ai,machine learning,machine-learning,1596240000,1598918400,2020-08-01,2020-09-01
broad_ai-2020-08-deep-learning,2020,08,broad_ai,deep learning,deep-learning,1596240000,1598918400,2020-08-01,2020-09-01
broad_ai-2020-08-neural-network,2020,08,broad_ai,neural network,neural-network,1596240000,1598918400,2020-08-01,2020-09-01
foundation_models-2020-08-gpt,2020,08,foundation_models,gpt,gpt,1596240000,1598918400,2020-08-01,2020-09-01
foundation_models-2020-08-llm,2020,08,foundation_models,llm,llm,1596240000,1598918400,2020-08-01,2020-09-01
foundation_models-2020-08-chatgpt,2020,08,foundation_models,chatgpt,chatgpt,1596240000,1598918400,2020-08-01,2020-09-01
foundation_models-2020-08-openai,2020,08,foundation_models,openai,openai,1596240000,1598918400,2020-08-01,2020-09-01
foundation_models-2020-08-claude,2020,08,foundation_models,claude,claude,1596240000,1598918400,2020-08-01,2020-09-01
foundation_models-2020-08-gemini,2020,08,foundation_models,gemini,gemini,1596240000,1598918400,2020-08-01,2020-09-01
doomer-2020-08-ai-safety,2020,08,doomer,ai safety,ai-safety,1596240000,1598918400,2020-08-01,2020-09-01
doomer-2020-08-alignment,2020,08,doomer,alignment,alignment,1596240000,1598918400,2020-08-01,2020-09-01
doomer-2020-08-misalignment,2020,08,doomer,misalignment,misalignment,1596240000,1598918400,2020-08-01,2020-09-01
doomer-2020-08-existential-risk,2020,08,doomer,existential risk,existential-risk,1596240000,1598918400,2020-08-01,2020-09-01
doomer-2020-08-x-risk,2020,08,doomer,x-risk,x-risk,1596240000,1598918400,2020-08-01,2020-09-01
doomer-2020-08-p-doom,2020,08,doomer,p(doom),p-doom,1596240000,1598918400,2020-08-01,2020-09-01
accelerationist-2020-08-e-acc,2020,08,accelerationist,e/acc,e-acc,1596240000,1598918400,2020-08-01,2020-09-01
accelerationist-2020-08-accelerationism,2020,08,accelerationist,accelerationism,accelerationism,1596240000,1598918400,2020-08-01,2020-09-01
accelerationist-2020-08-techno-optimism,2020,08,accelerationist,techno-optimism,techno-optimism,1596240000,1598918400,2020-08-01,2020-09-01
accelerationist-2020-08-abundance-agenda,2020,08,accelerationist,abundance agenda,abundance-agenda,1596240000,1598918400,2020-08-01,2020-09-01
accelerationist-2020-08-abundance,2020,08,accelerationist,abundance,abundance,1596240000,1598918400,2020-08-01,2020-09-01
broad_ai-2020-09-artificial-intelligence,2020,09,broad_ai,artificial intelligence,artificial-intelligence,1598918400,1601510400,2020-09-01,2020-10-01
broad_ai-2020-09-machine-learning,2020,09,broad_ai,machine learning,machine-learning,1598918400,1601510400,2020-09-01,2020-10-01
broad_ai-2020-09-deep-learning,2020,09,broad_ai,deep learning,deep-learning,1598918400,1601510400,2020-09-01,2020-10-01
broad_ai-2020-09-neural-network,2020,09,broad_ai,neural network,neural-network,1598918400,1601510400,2020-09-01,2020-10-01
foundation_models-2020-09-gpt,2020,09,foundation_models,gpt,gpt,1598918400,1601510400,2020-09-01,2020-10-01
foundation_models-2020-09-llm,2020,09,foundation_models,llm,llm,1598918400,1601510400,2020-09-01,2020-10-01
foundation_models-2020-09-chatgpt,2020,09,foundation_models,chatgpt,chatgpt,1598918400,1601510400,2020-09-01,2020-10-01
foundation_models-2020-09-openai,2020,09,foundation_models,openai,openai,1598918400,1601510400,2020-09-01,2020-10-01
foundation_models-2020-09-claude,2020,09,foundation_models,claude,claude,1598918400,1601510400,2020-09-01,2020-10-01
foundation_models-2020-09-gemini,2020,09,foundation_models,gemini,gemini,1598918400,1601510400,2020-09-01,2020-10-01
doomer-2020-09-ai-safety,2020,09,doomer,ai safety,ai-safety,1598918400,1601510400,2020-09-01,2020-10-01
doomer-2020-09-alignment,2020,09,doomer,alignment,alignment,1598918400,1601510400,2020-09-01,2020-10-01
doomer-2020-09-misalignment,2020,09,doomer,misalignment,misalignment,1598918400,1601510400,2020-09-01,2020-10-01
doomer-2020-09-existential-risk,2020,09,doomer,existential risk,existential-risk,1598918400,1601510400,2020-09-01,2020-10-01
doomer-2020-09-x-risk,2020,09,doomer,x-risk,x-risk,1598918400,1601510400,2020-09-01,2020-10-01
doomer-2020-09-p-doom,2020,09,doomer,p(doom),p-doom,1598918400,1601510400,2020-09-01,2020-10-01
accelerationist-2020-09-e-acc,2020,09,accelerationist,e/acc,e-acc,1598918400,1601510400,2020-09-01,2020-10-01
accelerationist-2020-09-accelerationism,2020,09,accelerationist,accelerationism,accelerationism,1598918400,1601510400,2020-09-01,2020-10-01
accelerationist-2020-09-techno-optimism,2020,09,accelerationist,techno-optimism,techno-optimism,1598918400,1601510400,2020-09-01,2020-10-01
accelerationist-2020-09-abundance-agenda,2020,09,accelerationist,abundance agenda,abundance-agenda,1598918400,1601510400,2020-09-01,2020-10-01
accelerationist-2020-09-abundance,2020,09,accelerationist,abundance,abundance,1598918400,1601510400,2020-09-01,2020-10-01
broad_ai-2020-10-artificial-intelligence,2020,10,broad_ai,artificial intelligence,artificial-intelligence,1601510400,1604188800,2020-10-01,2020-11-01
broad_ai-2020-10-machine-learning,2020,10,broad_ai,machine learning,machine-learning,1601510400,1604188800,2020-10-01,2020-11-01
broad_ai-2020-10-deep-learning,2020,10,broad_ai,deep learning,deep-learning,1601510400,1604188800,2020-10-01,2020-11-01
broad_ai-2020-10-neural-network,2020,10,broad_ai,neural network,neural-network,1601510400,1604188800,2020-10-01,2020-11-01
foundation_models-2020-10-gpt,2020,10,foundation_models,gpt,gpt,1601510400,1604188800,2020-10-01,2020-11-01
foundation_models-2020-10-llm,2020,10,foundation_models,llm,llm,1601510400,1604188800,2020-10-01,2020-11-01
foundation_models-2020-10-chatgpt,2020,10,foundation_models,chatgpt,chatgpt,1601510400,1604188800,2020-10-01,2020-11-01
foundation_models-2020-10-openai,2020,10,foundation_models,openai,openai,1601510400,1604188800,2020-10-01,2020-11-01
foundation_models-2020-10-claude,2020,10,foundation_models,claude,claude,1601510400,1604188800,2020-10-01,2020-11-01
foundation_models-2020-10-gemini,2020,10,foundation_models,gemini,gemini,1601510400,1604188800,2020-10-01,2020-11-01
doomer-2020-10-ai-safety,2020,10,doomer,ai safety,ai-safety,1601510400,1604188800,2020-10-01,2020-11-01
doomer-2020-10-alignment,2020,10,doomer,alignment,alignment,1601510400,1604188800,2020-10-01,2020-11-01
doomer-2020-10-misalignment,2020,10,doomer,misalignment,misalignment,1601510400,1604188800,2020-10-01,2020-11-01
doomer-2020-10-existential-risk,2020,10,doomer,existential risk,existential-risk,1601510400,1604188800,2020-10-01,2020-11-01
doomer-2020-10-x-risk,2020,10,doomer,x-risk,x-risk,1601510400,1604188800,2020-10-01,2020-11-01
doomer-2020-10-p-doom,2020,10,doomer,p(doom),p-doom,1601510400,1604188800,2020-10-01,2020-11-01
accelerationist-2020-10-e-acc,2020,10,accelerationist,e/acc,e-acc,1601510400,1604188800,2020-10-01,2020-11-01
accelerationist-2020-10-accelerationism,2020,10,accelerationist,accelerationism,accelerationism,1601510400,1604188800,2020-10-01,2020-11-01
accelerationist-2020-10-techno-optimism,2020,10,accelerationist,techno-optimism,techno-optimism,1601510400,1604188800,2020-10-01,2020-11-01
accelerationist-2020-10-abundance-agenda,2020,10,accelerationist,abundance agenda,abundance-agenda,1601510400,1604188800,2020-10-01,2020-11-01
accelerationist-2020-10-abundance,2020,10,accelerationist,abundance,abundance,1601510400,1604188800,2020-10-01,2020-11-01
broad_ai-2020-11-artificial-intelligence,2020,11,broad_ai,artificial intelligence,artificial-intelligence,1604188800,1606780800,2020-11-01,2020-12-01
broad_ai-2020-11-machine-learning,2020,11,broad_ai,machine learning,machine-learning,1604188800,1606780800,2020-11-01,2020-12-01
broad_ai-2020-11-deep-learning,2020,11,broad_ai,deep learning,deep-learning,1604188800,1606780800,2020-11-01,2020-12-01
broad_ai-2020-11-neural-network,2020,11,broad_ai,neural network,neural-network,1604188800,1606780800,2020-11-01,2020-12-01
foundation_models-2020-11-gpt,2020,11,foundation_models,gpt,gpt,1604188800,1606780800,2020-11-01,2020-12-01
foundation_models-2020-11-llm,2020,11,foundation_models,llm,llm,1604188800,1606780800,2020-11-01,2020-12-01
foundation_models-2020-11-chatgpt,2020,11,foundation_models,chatgpt,chatgpt,1604188800,1606780800,2020-11-01,2020-12-01
foundation_models-2020-11-openai,2020,11,foundation_models,openai,openai,1604188800,1606780800,2020-11-01,2020-12-01
foundation_models-2020-11-claude,2020,11,foundation_models,claude,claude,1604188800,1606780800,2020-11-01,2020-12-01
foundation_models-2020-11-gemini,2020,11,foundation_models,gemini,gemini,1604188800,1606780800,2020-11-01,2020-12-01
doomer-2020-11-ai-safety,2020,11,doomer,ai safety,ai-safety,1604188800,1606780800,2020-11-01,2020-12-01
doomer-2020-11-alignment,2020,11,doomer,alignment,alignment,1604188800,1606780800,2020-11-01,2020-12-01
doomer-2020-11-misalignment,2020,11,doomer,misalignment,misalignment,1604188800,1606780800,2020-11-01,2020-12-01
doomer-2020-11-existential-risk,2020,11,doomer,existential risk,existential-risk,1604188800,1606780800,2020-11-01,2020-12-01
doomer-2020-11-x-risk,2020,11,doomer,x-risk,x-risk,1604188800,1606780800,2020-11-01,2020-12-01
doomer-2020-11-p-doom,2020,11,doomer,p(doom),p-doom,1604188800,1606780800,2020-11-01,2020-12-01
accelerationist-2020-11-e-acc,2020,11,accelerationist,e/acc,e-acc,1604188800,1606780800,2020-11-01,2020-12-01
accelerationist-2020-11-accelerationism,2020,11,accelerationist,accelerationism,accelerationism,1604188800,1606780800,2020-11-01,2020-12-01
accelerationist-2020-11-techno-optimism,2020,11,accelerationist,techno-optimism,techno-optimism,1604188800,1606780800,2020-11-01,2020-12-01
accelerationist-2020-11-abundance-agenda,2020,11,accelerationist,abundance agenda,abundance-agenda,1604188800,1606780800,2020-11-01,2020-12-01
accelerationist-2020-11-abundance,2020,11,accelerationist,abundance,abundance,1604188800,1606780800,2020-11-01,2020-12-01
